transaction_id,timestamp,user_id,card_number,amount,currency,txn_status,transaction_type,payment_channel,device_id,ip_address,current_latitude,current_longitude,current_country,merchant_id,merchant_category_code,merchant_category_desc,customer_risk_category,customer_kyc_status,customer_account_age_days
T0000276,2025-11-14 06:30:00+00:00,U1184,4291053213587823,53533.79,INR,DECLINED,CREDIT,CARD,DEV_8973,44.30.74.172,-69.1102,146.092,JP,MER946610,5812,Restaurants,HIGH,MIN_KYC,148
T0000277,2025-11-14 06:00:00+00:00,U2057,4493132855092469,87672.15,INR,DECLINED,DEBIT,UPI,DEV_1592,250.117.155.84,-78.0411,-15.1121,AE,MER119678,5999,Restaurants,HIGH,FULL_KYC,1986
T0000278,2025-11-14 05:30:00+00:00,U1683,4020469557383042,91257.26,INR,DECLINED,CREDIT,UPI,DEV_1497,217.73.232.34,-69.25,-142.5368,UK,MER528595,5311,Grocery,LOW,MIN_KYC,358
T0000279,2025-11-14 05:00:00+00:00,U2864,4102776865714324,26670.81,INR,APPROVED,CREDIT,UPI,DEV_3134,127.85.254.152,67.5855,34.9517,JP,MER137419,5999,Electronics,HIGH,FULL_KYC,875
T0000280,2025-11-14 04:30:00+00:00,U2256,4479218978157395,46267.83,INR,APPROVED,CREDIT,UPI,DEV_3449,56.7.196.51,-87.9843,44.2732,AE,MER240885,5999,Misc Retail,MEDIUM,FULL_KYC,955
T0000281,2025-11-14 04:00:00+00:00,U1155,4305324167725683,54959.49,INR,APPROVED,CREDIT,CARD,DEV_6412,136.184.205.58,34.7159,95.5188,UK,MER202554,5732,Department Stores,HIGH,FULL_KYC,1616
T0000282,2025-11-14 03:30:00+00:00,U0404,4332968084125140,94916.33,INR,APPROVED,CREDIT,CARD,DEV_8448,85.227.69.244,48.3524,155.9823,JP,MER540357,5411,Electronics,LOW,FULL_KYC,1356
T0000283,2025-11-14 03:00:00+00:00,U2200,4028301626083324,99861.87,INR,DECLINED,CREDIT,WALLET,DEV_5292,8.194.251.152,12.2199,-20.4906,JP,MER538875,5999,Electronics,MEDIUM,FULL_KYC,909
T0000284,2025-11-14 02:30:00+00:00,U2102,4402284318995315,23617.18,INR,APPROVED,DEBIT,WALLET,DEV_1026,170.54.144.132,41.5396,-53.2524,AE,MER488051,5999,Grocery,MEDIUM,MIN_KYC,113
T0000285,2025-11-14 02:00:00+00:00,U1697,4784113634219772,72725.29,INR,APPROVED,CREDIT,CARD,DEV_3253,59.94.46.94,27.4085,-3.3224,AE,MER836677,5732,Grocery,LOW,MIN_KYC,1036
T0000286,2025-11-14 01:30:00+00:00,U0628,4400836197654521,37865.3,INR,APPROVED,DEBIT,WALLET,DEV_4642,99.234.13.37,-7.9995,144.0716,US,MER679596,5411,Restaurants,LOW,MIN_KYC,467
T0000287,2025-11-14 01:00:00+00:00,U0587,4282545012362093,910.01,INR,APPROVED,CREDIT,CARD,DEV_4655,182.177.241.75,-21.1121,172.7937,UK,MER946172,5732,Grocery,HIGH,MIN_KYC,692
T0000288,2025-11-14 00:30:00+00:00,U1649,4232768904610766,1024.33,INR,DECLINED,DEBIT,UPI,DEV_2086,58.19.146.188,79.4398,169.6446,JP,MER528436,5999,Misc Retail,MEDIUM,MIN_KYC,1516
T0000289,2025-11-14 00:00:00+00:00,U1444,4111246663375896,46110.54,INR,APPROVED,DEBIT,CARD,DEV_9022,145.139.143.200,84.9488,-97.3096,IN,MER599936,5311,Misc Retail,MEDIUM,MIN_KYC,727
T0000290,2025-11-13 23:30:00+00:00,U1446,4698278289548247,48884.66,INR,APPROVED,CREDIT,CARD,DEV_3015,108.221.145.90,27.2289,-1.1177,IN,MER745983,5999,Restaurants,MEDIUM,MIN_KYC,1365
T0000291,2025-11-13 23:00:00+00:00,U0104,4109368722779001,2354.71,INR,APPROVED,DEBIT,WALLET,DEV_6067,254.120.5.189,-54.4862,-86.5894,US,MER251855,5311,Grocery,LOW,FULL_KYC,1596
T0000292,2025-11-13 22:30:00+00:00,U0254,4069837693511749,68724.05,INR,APPROVED,DEBIT,CARD,DEV_8123,132.56.216.203,-9.3782,-47.5262,IN,MER406221,5812,Restaurants,HIGH,FULL_KYC,353
T0000293,2025-11-13 22:00:00+00:00,U2558,4152213835314026,29470.94,INR,APPROVED,CREDIT,UPI,DEV_8084,222.104.48.48,-0.6233,-168.5937,IN,MER509819,5411,Department Stores,LOW,MIN_KYC,1014
T0000294,2025-11-13 21:30:00+00:00,U1497,4453476467924331,56033.32,INR,APPROVED,CREDIT,UPI,DEV_4463,163.236.248.109,46.4346,-122.1836,AE,MER601837,5812,Grocery,MEDIUM,FULL_KYC,219
T0000295,2025-11-13 21:00:00+00:00,U0099,4533460773151190,30161.82,INR,APPROVED,CREDIT,WALLET,DEV_5341,161.253.100.21,30.1999,-37.0527,SG,MER328152,5732,Grocery,HIGH,FULL_KYC,1680
T0000296,2025-11-13 20:30:00+00:00,U2201,4571486550605914,16796.72,INR,APPROVED,CREDIT,WALLET,DEV_7421,102.5.192.197,2.6666,-48.7063,SG,MER749193,5999,Grocery,HIGH,FULL_KYC,1008
T0000297,2025-11-13 20:00:00+00:00,U1885,4670775562023572,40776.66,INR,APPROVED,CREDIT,CARD,DEV_5467,149.89.74.122,32.4656,-79.6203,IN,MER341459,5812,Grocery,LOW,FULL_KYC,601
T0000298,2025-11-13 19:30:00+00:00,U2962,4293387167904615,23304.11,INR,APPROVED,CREDIT,WALLET,DEV_3896,211.160.146.58,-85.6698,-97.0886,US,MER212612,5411,Misc Retail,MEDIUM,MIN_KYC,450
T0000299,2025-11-13 19:00:00+00:00,U1920,4886853622227135,53526.62,INR,APPROVED,CREDIT,UPI,DEV_4128,98.240.79.152,49.7944,89.6241,US,MER876161,5311,Restaurants,MEDIUM,MIN_KYC,831
T0000300,2025-11-13 18:30:00+00:00,U0878,4184453430111783,19962.97,INR,DECLINED,CREDIT,WALLET,DEV_5255,5.127.181.246,-51.9062,-73.9621,UK,MER616624,5311,Misc Retail,MEDIUM,MIN_KYC,1310
T0000301,2025-11-13 18:00:00+00:00,U0338,4805880006322313,50889.76,INR,APPROVED,DEBIT,WALLET,DEV_7880,96.201.183.133,28.1536,74.3557,US,MER326400,5732,Restaurants,HIGH,MIN_KYC,1350
T0000302,2025-11-13 17:30:00+00:00,U2870,4230179936017587,15822.11,INR,APPROVED,CREDIT,UPI,DEV_2334,197.122.169.233,-69.4848,-47.295,US,MER354432,5732,Department Stores,MEDIUM,FULL_KYC,1788
T0000303,2025-11-13 17:00:00+00:00,U0957,4145067170729671,67130.37,INR,APPROVED,DEBIT,CARD,DEV_9709,98.135.90.129,-69.397,108.7125,AE,MER971525,5999,Grocery,LOW,MIN_KYC,1669
T0000304,2025-11-13 16:30:00+00:00,U1705,4239651675836618,75418.37,INR,APPROVED,CREDIT,CARD,DEV_8078,52.98.26.121,-83.5816,-119.796,AE,MER481606,5812,Electronics,HIGH,FULL_KYC,1481
T0000305,2025-11-13 16:00:00+00:00,U0161,4301527234072767,11128.38,INR,APPROVED,CREDIT,WALLET,DEV_2288,224.191.12.70,73.8419,-123.2626,JP,MER449254,5999,Misc Retail,LOW,MIN_KYC,832
T0000306,2025-11-13 15:30:00+00:00,U1604,4431026162030457,46833.46,INR,APPROVED,CREDIT,UPI,DEV_9937,84.19.208.132,18.8206,64.682,IN,MER970334,5311,Electronics,HIGH,FULL_KYC,1208
T0000307,2025-11-13 15:00:00+00:00,U2849,4260498681398964,7180.08,INR,APPROVED,CREDIT,UPI,DEV_6647,96.210.5.121,-24.8469,149.3695,JP,MER135544,5311,Department Stores,LOW,FULL_KYC,690
T0000308,2025-11-13 14:30:00+00:00,U0398,4986495411157540,59858.43,INR,APPROVED,DEBIT,UPI,DEV_6928,128.54.242.198,51.8,-128.5248,US,MER516495,5812,Electronics,MEDIUM,FULL_KYC,1253
T0000309,2025-11-13 14:00:00+00:00,U1301,4709101613462373,26513.99,INR,APPROVED,DEBIT,CARD,DEV_5802,185.206.180.241,22.6948,-153.4663,SG,MER314173,5999,Department Stores,HIGH,FULL_KYC,1391
T0000310,2025-11-13 13:30:00+00:00,U0816,4650207480851652,52809.68,INR,DECLINED,CREDIT,UPI,DEV_1697,18.64.245.138,21.6145,156.4694,US,MER612552,5732,Misc Retail,LOW,MIN_KYC,308
T0000311,2025-11-13 13:00:00+00:00,U1528,4635830805493306,51794.35,INR,APPROVED,DEBIT,UPI,DEV_1474,23.120.115.249,-2.3323,-137.7623,US,MER747072,5812,Department Stores,HIGH,MIN_KYC,582
T0000312,2025-11-13 12:30:00+00:00,U1920,4666032173736295,92443.0,INR,DECLINED,CREDIT,CARD,DEV_8696,82.196.180.96,-88.5732,-89.8679,IN,MER878174,5732,Misc Retail,HIGH,FULL_KYC,284
T0000313,2025-11-13 12:00:00+00:00,U1416,4623129389959986,54953.41,INR,APPROVED,DEBIT,UPI,DEV_7532,175.198.26.198,-43.4767,154.6179,SG,MER107078,5812,Misc Retail,MEDIUM,MIN_KYC,506
T0000314,2025-11-13 11:30:00+00:00,U1159,4483913378830090,58341.55,INR,APPROVED,CREDIT,CARD,DEV_9702,99.233.171.197,-70.3662,109.0504,IN,MER388539,5732,Electronics,HIGH,MIN_KYC,493
T0000315,2025-11-13 11:00:00+00:00,U1219,4079006881454187,40225.15,INR,APPROVED,DEBIT,WALLET,DEV_9729,191.206.66.246,29.2338,-56.6072,US,MER466993,5411,Restaurants,LOW,MIN_KYC,1487
T0000316,2025-11-13 10:30:00+00:00,U0401,4710670154476236,94913.05,INR,APPROVED,DEBIT,WALLET,DEV_3944,243.104.191.141,-45.2483,163.63,SG,MER967913,5311,Restaurants,HIGH,FULL_KYC,534
T0000317,2025-11-13 10:00:00+00:00,U0640,4777881920174023,77740.87,INR,APPROVED,DEBIT,WALLET,DEV_6632,179.5.175.164,-8.97,24.4975,US,MER998746,5812,Restaurants,LOW,FULL_KYC,231
T0000318,2025-11-13 09:30:00+00:00,U2736,4589057175221183,28611.99,INR,APPROVED,CREDIT,WALLET,DEV_6384,164.178.184.19,-26.3825,-153.9906,JP,MER414099,5411,Grocery,MEDIUM,FULL_KYC,494
T0000319,2025-11-13 09:00:00+00:00,U0460,4410926348622716,84436.54,INR,APPROVED,DEBIT,WALLET,DEV_2366,20.150.31.105,-64.2242,73.1041,IN,MER541215,5812,Electronics,HIGH,FULL_KYC,563
T0000320,2025-11-13 08:30:00+00:00,U0955,4270159557010139,43296.4,INR,APPROVED,CREDIT,CARD,DEV_2061,239.190.44.196,82.5066,13.4198,IN,MER274145,5311,Department Stores,LOW,FULL_KYC,1093
T0000321,2025-11-13 08:00:00+00:00,U0470,4861440703951453,82883.85,INR,APPROVED,DEBIT,CARD,DEV_3307,195.101.89.49,78.0155,26.1317,AE,MER588682,5311,Restaurants,HIGH,FULL_KYC,1183
T0000322,2025-11-13 07:30:00+00:00,U1046,4503335943840358,82306.52,INR,DECLINED,CREDIT,CARD,DEV_1307,229.59.132.117,-74.7705,177.8775,SG,MER127562,5732,Electronics,HIGH,FULL_KYC,1863
T0000323,2025-11-13 07:00:00+00:00,U2798,4378044052489911,18968.13,INR,DECLINED,CREDIT,UPI,DEV_1303,167.135.199.177,58.9258,-125.0949,AE,MER968045,5311,Grocery,MEDIUM,FULL_KYC,1467
T0000324,2025-11-13 06:30:00+00:00,U1694,4842149217268385,70144.0,INR,APPROVED,CREDIT,WALLET,DEV_7486,89.15.7.175,-2.0927,56.4465,JP,MER245676,5311,Electronics,HIGH,FULL_KYC,201
T0000325,2025-11-13 06:00:00+00:00,U2086,4569766183557976,29135.23,INR,DECLINED,DEBIT,UPI,DEV_6566,116.196.98.118,49.2725,-14.8532,SG,MER108607,5311,Department Stores,HIGH,MIN_KYC,260
T0000326,2025-11-13 05:30:00+00:00,U2278,4797928551604501,29819.52,INR,DECLINED,DEBIT,UPI,DEV_6157,173.108.106.147,-62.7917,-82.1185,UK,MER856824,5999,Restaurants,MEDIUM,FULL_KYC,266
T0000327,2025-11-13 05:00:00+00:00,U0563,4371806683489892,29705.17,INR,APPROVED,CREDIT,UPI,DEV_4891,47.241.53.230,-66.1907,69.6761,SG,MER659625,5999,Department Stores,HIGH,MIN_KYC,624
T0000328,2025-11-13 04:30:00+00:00,U2486,4325930355411328,72584.27,INR,APPROVED,CREDIT,WALLET,DEV_6724,155.133.245.60,70.3364,60.5566,US,MER865838,5311,Grocery,MEDIUM,FULL_KYC,39
T0000329,2025-11-13 04:00:00+00:00,U1800,4931561818845944,23059.62,INR,APPROVED,CREDIT,UPI,DEV_7280,250.77.62.59,71.6075,128.3382,SG,MER422034,5999,Department Stores,HIGH,FULL_KYC,113
T0000330,2025-11-13 03:30:00+00:00,U2075,4310843523892649,190.49,INR,APPROVED,DEBIT,WALLET,DEV_6350,238.189.56.78,-6.1358,136.3929,AE,MER304158,5812,Grocery,LOW,MIN_KYC,1500
T0000331,2025-11-13 03:00:00+00:00,U0226,4089699297531214,71552.16,INR,APPROVED,DEBIT,WALLET,DEV_5133,222.47.176.138,66.6284,22.255,IN,MER812156,5411,Department Stores,LOW,FULL_KYC,949
T0000332,2025-11-13 02:30:00+00:00,U0798,4321951076814869,17201.36,INR,APPROVED,DEBIT,WALLET,DEV_1104,160.193.24.29,30.1426,-62.7939,IN,MER742750,5411,Grocery,LOW,FULL_KYC,1955
T0000333,2025-11-13 02:00:00+00:00,U2332,4923507277886671,10537.79,INR,APPROVED,DEBIT,UPI,DEV_9446,235.135.95.145,-56.6982,10.649,SG,MER135381,5999,Electronics,MEDIUM,FULL_KYC,408
T0000334,2025-11-13 01:30:00+00:00,U2927,4202340884191933,23827.86,INR,APPROVED,DEBIT,WALLET,DEV_8571,94.25.220.36,-30.7882,-50.6682,UK,MER745095,5411,Electronics,MEDIUM,FULL_KYC,1098
T0000335,2025-11-13 01:00:00+00:00,U0960,4930934383826704,38052.06,INR,DECLINED,CREDIT,WALLET,DEV_7601,189.71.163.120,-65.5091,-80.1518,IN,MER249142,5999,Electronics,MEDIUM,FULL_KYC,666
T0000336,2025-11-13 00:30:00+00:00,U1505,4257668643157644,47643.04,INR,APPROVED,CREDIT,CARD,DEV_7671,212.206.242.50,49.3108,18.5671,JP,MER444902,5732,Electronics,MEDIUM,MIN_KYC,1711
T0000337,2025-11-13 00:00:00+00:00,U0453,4600955408597157,4552.55,INR,APPROVED,CREDIT,UPI,DEV_9782,184.222.248.128,87.3451,56.8563,IN,MER630737,5311,Department Stores,MEDIUM,MIN_KYC,1709
T0000338,2025-11-12 23:30:00+00:00,U0816,4337895206146543,97060.28,INR,DECLINED,CREDIT,CARD,DEV_9716,193.230.41.25,8.3481,32.6057,JP,MER623322,5411,Misc Retail,MEDIUM,MIN_KYC,531
T0000339,2025-11-12 23:00:00+00:00,U0659,4284008633291180,71634.7,INR,APPROVED,DEBIT,CARD,DEV_9561,162.136.56.84,28.0556,163.591,JP,MER748099,5311,Grocery,HIGH,MIN_KYC,1924
T0000340,2025-11-12 22:30:00+00:00,U0547,4504699741597858,32387.09,INR,APPROVED,DEBIT,UPI,DEV_3963,158.68.21.91,44.2967,-72.491,JP,MER806821,5411,Grocery,LOW,MIN_KYC,645
T0000341,2025-11-12 22:00:00+00:00,U1216,4872381656833549,31937.86,INR,DECLINED,CREDIT,CARD,DEV_9855,10.87.33.203,-49.6334,-45.957,IN,MER580108,5812,Misc Retail,MEDIUM,MIN_KYC,69
T0000342,2025-11-12 21:30:00+00:00,U0017,4181342708744263,44909.4,INR,DECLINED,DEBIT,WALLET,DEV_1689,105.83.203.4,-29.5198,60.3514,UK,MER224959,5812,Grocery,HIGH,MIN_KYC,1453
T0000343,2025-11-12 21:00:00+00:00,U1244,4280606370614780,62661.86,INR,APPROVED,CREDIT,CARD,DEV_7743,23.197.53.113,-15.7822,36.1291,AE,MER573908,5999,Grocery,HIGH,MIN_KYC,1669
T0000344,2025-11-12 20:30:00+00:00,U2206,4526781095395596,14722.67,INR,APPROVED,DEBIT,CARD,DEV_3588,242.133.18.17,17.0259,-179.3292,SG,MER546532,5311,Electronics,MEDIUM,MIN_KYC,1900
T0000345,2025-11-12 20:00:00+00:00,U2525,4324288395086238,18974.09,INR,DECLINED,DEBIT,WALLET,DEV_2535,186.195.107.113,63.0887,-67.5772,JP,MER289185,5999,Grocery,LOW,FULL_KYC,1949
T0000346,2025-11-12 19:30:00+00:00,U1070,4040631267853303,85957.51,INR,APPROVED,CREDIT,CARD,DEV_3028,122.200.184.168,-44.2434,-88.6457,UK,MER649674,5732,Grocery,MEDIUM,FULL_KYC,1413
T0000347,2025-11-12 19:00:00+00:00,U2566,4967594624417476,25699.87,INR,APPROVED,CREDIT,WALLET,DEV_2856,87.215.2.121,-5.24,122.3694,SG,MER436342,5999,Restaurants,LOW,MIN_KYC,739
T0000348,2025-11-12 18:30:00+00:00,U2147,4619940203330105,38081.48,INR,APPROVED,CREDIT,UPI,DEV_4186,103.149.180.152,45.2761,131.8495,US,MER185543,5999,Grocery,LOW,MIN_KYC,1022
T0000349,2025-11-12 18:00:00+00:00,U1769,4526874035290518,87140.06,INR,APPROVED,DEBIT,CARD,DEV_3769,53.166.148.50,-74.2707,-77.7985,JP,MER900707,5999,Misc Retail,MEDIUM,MIN_KYC,269
T0000350,2025-11-12 17:30:00+00:00,U1061,4313191599429537,66348.47,INR,APPROVED,DEBIT,UPI,DEV_7085,252.167.60.114,2.3208,-143.2544,SG,MER957091,5411,Grocery,LOW,MIN_KYC,1450
T0000351,2025-11-12 17:00:00+00:00,U2328,4096868422278958,34237.02,INR,APPROVED,DEBIT,CARD,DEV_7486,219.108.39.71,-64.0117,-106.1273,JP,MER450794,5411,Misc Retail,LOW,FULL_KYC,1533
T0000352,2025-11-12 16:30:00+00:00,U2545,4189134519026649,68401.58,INR,DECLINED,CREDIT,WALLET,DEV_8241,128.33.157.74,7.0468,-116.4354,IN,MER488269,5732,Grocery,LOW,FULL_KYC,591
T0000353,2025-11-12 16:00:00+00:00,U0302,4613610165440901,2066.35,INR,APPROVED,CREDIT,CARD,DEV_3987,10.204.195.131,48.2081,-94.5233,UK,MER945971,5311,Misc Retail,MEDIUM,MIN_KYC,186
T0000354,2025-11-12 15:30:00+00:00,U0181,4460444778564154,73590.7,INR,APPROVED,CREDIT,UPI,DEV_9135,205.109.159.27,-47.3495,-95.5278,JP,MER681753,5812,Grocery,LOW,FULL_KYC,983
T0000355,2025-11-12 15:00:00+00:00,U0607,4692415812236017,48752.9,INR,APPROVED,DEBIT,WALLET,DEV_7090,198.27.227.252,62.9061,-7.2581,UK,MER752795,5311,Grocery,LOW,FULL_KYC,1700
T0000356,2025-11-12 14:30:00+00:00,U0700,4378856196613507,81336.9,INR,DECLINED,DEBIT,WALLET,DEV_1780,111.9.245.6,-29.7353,-64.9291,AE,MER658946,5812,Restaurants,HIGH,FULL_KYC,1278
T0000357,2025-11-12 14:00:00+00:00,U0993,4582800625952205,95468.3,INR,APPROVED,CREDIT,UPI,DEV_5405,134.232.26.43,-55.6587,21.5358,US,MER831642,5411,Restaurants,MEDIUM,FULL_KYC,802
T0000358,2025-11-12 13:30:00+00:00,U1140,4554206362004358,92586.28,INR,APPROVED,CREDIT,UPI,DEV_3153,19.16.105.23,-6.2418,-56.1115,AE,MER452108,5999,Grocery,LOW,MIN_KYC,1815
T0000359,2025-11-12 13:00:00+00:00,U0191,4063218650739243,90935.58,INR,DECLINED,CREDIT,CARD,DEV_9747,203.208.157.166,67.6935,113.2837,AE,MER175661,5732,Restaurants,MEDIUM,FULL_KYC,1221
T0000360,2025-11-12 12:30:00+00:00,U2301,4470000471514510,51265.78,INR,APPROVED,DEBIT,CARD,DEV_4296,59.241.48.148,-77.592,162.2853,US,MER956752,5732,Department Stores,MEDIUM,MIN_KYC,545
T0000361,2025-11-12 12:00:00+00:00,U0981,4052857190011454,36078.2,INR,APPROVED,DEBIT,WALLET,DEV_4313,21.156.178.33,-31.0371,-34.5894,IN,MER474529,5732,Department Stores,HIGH,FULL_KYC,548
T0000362,2025-11-12 11:30:00+00:00,U2976,4103259792882414,46557.03,INR,DECLINED,CREDIT,UPI,DEV_5492,114.40.218.182,27.5694,-162.1913,UK,MER280728,5311,Electronics,HIGH,FULL_KYC,1005
T0000363,2025-11-12 11:00:00+00:00,U2007,4637629527648674,69020.61,INR,DECLINED,CREDIT,UPI,DEV_7296,10.162.73.248,-25.6354,-93.7518,SG,MER668073,5411,Electronics,LOW,FULL_KYC,1602
T0000364,2025-11-12 10:30:00+00:00,U1185,4384075939629474,88411.38,INR,APPROVED,CREDIT,CARD,DEV_3583,36.75.202.238,-77.2517,-143.3311,US,MER273914,5411,Department Stores,LOW,MIN_KYC,1678
T0000365,2025-11-12 10:00:00+00:00,U0128,4958302687217555,20777.93,INR,DECLINED,DEBIT,CARD,DEV_4043,135.115.230.16,-30.2402,-55.885,AE,MER328981,5999,Electronics,LOW,FULL_KYC,616
T0000366,2025-11-12 09:30:00+00:00,U2066,4077393942095522,91827.5,INR,APPROVED,DEBIT,WALLET,DEV_8569,179.218.224.189,57.7727,52.2411,SG,MER127118,5311,Grocery,MEDIUM,MIN_KYC,216
T0000367,2025-11-12 09:00:00+00:00,U1817,4175509286672505,81536.51,INR,APPROVED,DEBIT,UPI,DEV_6979,159.243.160.45,84.2468,6.8068,JP,MER703026,5999,Grocery,HIGH,FULL_KYC,1615
T0000368,2025-11-12 08:30:00+00:00,U1759,4476840355047467,97887.72,INR,DECLINED,CREDIT,UPI,DEV_2169,204.27.249.22,-82.8397,-92.5648,US,MER586836,5812,Electronics,HIGH,MIN_KYC,866
T0000369,2025-11-12 08:00:00+00:00,U2614,4641459033520023,88037.15,INR,DECLINED,CREDIT,UPI,DEV_4262,143.8.196.116,12.4711,96.2133,JP,MER485456,5411,Department Stores,LOW,MIN_KYC,1210
T0000370,2025-11-12 07:30:00+00:00,U0570,4269639928797564,28065.74,INR,APPROVED,CREDIT,UPI,DEV_8036,136.87.117.16,-71.0454,-132.6669,US,MER352167,5732,Misc Retail,HIGH,MIN_KYC,1492
T0000371,2025-11-12 07:00:00+00:00,U1347,4827455081672006,10685.0,INR,APPROVED,CREDIT,CARD,DEV_7726,176.162.214.113,32.4714,-97.8494,IN,MER192856,5999,Grocery,MEDIUM,MIN_KYC,916
T0000372,2025-11-12 06:30:00+00:00,U1896,4485344027264049,11312.88,INR,APPROVED,CREDIT,CARD,DEV_5022,215.57.133.229,-88.5794,63.377,JP,MER926468,5812,Restaurants,LOW,FULL_KYC,630
T0000373,2025-11-12 06:00:00+00:00,U2734,4725954459699554,29193.21,INR,APPROVED,CREDIT,CARD,DEV_9392,44.71.37.218,-87.3465,-108.9956,IN,MER477432,5732,Misc Retail,HIGH,MIN_KYC,1248
T0000374,2025-11-12 05:30:00+00:00,U0626,4724714528038051,61456.95,INR,APPROVED,CREDIT,WALLET,DEV_2890,124.28.68.113,49.8384,64.3546,UK,MER152631,5732,Restaurants,LOW,FULL_KYC,1533
T0000375,2025-11-12 05:00:00+00:00,U2902,4471194555576261,80451.6,INR,APPROVED,CREDIT,UPI,DEV_9203,224.166.46.201,-76.6016,171.6989,UK,MER816334,5999,Grocery,MEDIUM,FULL_KYC,59
T0000376,2025-11-12 04:30:00+00:00,U1687,4768805750711423,89935.11,INR,APPROVED,CREDIT,CARD,DEV_6171,100.26.75.212,-35.0673,119.2872,SG,MER503431,5999,Electronics,MEDIUM,MIN_KYC,433
T0000377,2025-11-12 04:00:00+00:00,U0155,4327161738266532,62412.96,INR,APPROVED,CREDIT,UPI,DEV_7664,181.191.112.63,82.4473,-122.3962,UK,MER652017,5999,Restaurants,LOW,MIN_KYC,1019
T0000378,2025-11-12 03:30:00+00:00,U2538,4733851928916430,662.57,INR,APPROVED,CREDIT,CARD,DEV_8307,112.240.166.143,87.3445,7.3794,JP,MER774196,5411,Department Stores,LOW,MIN_KYC,1120
T0000379,2025-11-12 03:00:00+00:00,U1410,4298257803346727,18713.05,INR,DECLINED,DEBIT,WALLET,DEV_7243,99.9.225.75,-60.9475,-27.9642,JP,MER936731,5311,Restaurants,HIGH,MIN_KYC,602
T0000380,2025-11-12 02:30:00+00:00,U0785,4247089593759439,10062.65,INR,APPROVED,CREDIT,CARD,DEV_4556,22.198.184.37,10.9623,177.001,US,MER366503,5999,Department Stores,MEDIUM,FULL_KYC,1353
T0000381,2025-11-12 02:00:00+00:00,U0246,4583685657163663,36396.12,INR,APPROVED,CREDIT,WALLET,DEV_8304,57.249.188.114,10.6468,167.1843,US,MER911666,5411,Misc Retail,MEDIUM,FULL_KYC,1621
T0000382,2025-11-12 01:30:00+00:00,U1501,4832043210651011,50184.96,INR,DECLINED,DEBIT,UPI,DEV_5966,213.140.135.194,-8.5715,-134.2397,US,MER623504,5311,Misc Retail,LOW,MIN_KYC,108
T0000383,2025-11-12 01:00:00+00:00,U1706,4955593794633567,4435.38,INR,APPROVED,CREDIT,CARD,DEV_1365,103.41.152.218,76.446,147.1431,JP,MER549309,5812,Electronics,HIGH,MIN_KYC,985
T0000384,2025-11-12 00:30:00+00:00,U2807,4621353329865474,34912.95,INR,APPROVED,DEBIT,CARD,DEV_9051,153.190.212.232,45.7261,-110.3694,US,MER396026,5311,Department Stores,LOW,MIN_KYC,1222
T0000385,2025-11-12 00:00:00+00:00,U0538,4865418595733262,18000.05,INR,APPROVED,DEBIT,CARD,DEV_1656,105.106.44.130,47.6148,-64.9975,IN,MER584323,5411,Electronics,LOW,FULL_KYC,875
T0000386,2025-11-11 23:30:00+00:00,U1891,4757195271104670,64742.31,INR,APPROVED,CREDIT,UPI,DEV_9352,170.227.161.145,-41.4775,-52.7731,US,MER326457,5411,Restaurants,LOW,FULL_KYC,1861
T0000387,2025-11-11 23:00:00+00:00,U1842,4906857919286758,46480.81,INR,APPROVED,CREDIT,WALLET,DEV_9366,122.191.150.1,-11.8224,-76.7441,US,MER750131,5311,Electronics,MEDIUM,MIN_KYC,847
T0000388,2025-11-11 22:30:00+00:00,U0921,4886398943282113,49582.23,INR,APPROVED,DEBIT,WALLET,DEV_4470,229.94.238.198,-2.2637,127.1678,US,MER434195,5311,Restaurants,LOW,FULL_KYC,1191
T0000389,2025-11-11 22:00:00+00:00,U2456,4227629187390022,42826.41,INR,APPROVED,CREDIT,CARD,DEV_5060,233.182.14.100,-36.1958,-61.2243,AE,MER288776,5411,Misc Retail,LOW,FULL_KYC,1838
T0000390,2025-11-11 21:30:00+00:00,U0525,4719043945358187,95606.37,INR,APPROVED,CREDIT,UPI,DEV_6599,225.102.231.53,-72.9328,114.0258,JP,MER385434,5411,Electronics,HIGH,MIN_KYC,44
T0000391,2025-11-11 21:00:00+00:00,U2876,4714074303139942,21552.04,INR,APPROVED,CREDIT,WALLET,DEV_1544,6.90.64.88,-67.2553,177.9757,JP,MER278509,5812,Misc Retail,LOW,FULL_KYC,1658
T0000392,2025-11-11 20:30:00+00:00,U1530,4707988063769724,51714.76,INR,APPROVED,DEBIT,WALLET,DEV_7426,33.72.44.253,-57.4792,122.6742,SG,MER588928,5411,Restaurants,HIGH,FULL_KYC,1746
T0000393,2025-11-11 20:00:00+00:00,U2951,4228569962007325,73628.14,INR,DECLINED,DEBIT,WALLET,DEV_2761,107.34.162.152,-53.3424,-55.3885,JP,MER824680,5411,Department Stores,LOW,MIN_KYC,1535
T0000394,2025-11-11 19:30:00+00:00,U0036,4323021547531493,55728.76,INR,APPROVED,CREDIT,WALLET,DEV_1956,2.136.117.153,-46.3929,76.0509,SG,MER520054,5732,Grocery,MEDIUM,FULL_KYC,1104
T0000395,2025-11-11 19:00:00+00:00,U0685,4812062536465265,92909.19,INR,APPROVED,CREDIT,WALLET,DEV_9643,121.222.32.56,-44.0172,12.2124,US,MER994636,5732,Restaurants,LOW,MIN_KYC,750
