transaction_id,timestamp,user_id,card_number,amount,currency,txn_status,transaction_type,payment_channel,device_id,ip_address,current_latitude,current_longitude,current_country,merchant_id,merchant_category_code,merchant_category_desc,customer_risk_category,customer_kyc_status,customer_account_age_days
T0000721,2025-09-12T18:00:00Z,U0096,4248795950160377,24401.56,INR,DECLINED,CREDIT,NETBANKING,DEV_4608,203.217.27.162,23.4291,88.8538,IN,MER752111,4111,Local Transportation,HIGH,FULL_KYC,1046
T0000722,2025-10-02T21:47:00Z,U0183,4790837383009427,63227.75,INR,DECLINED,CREDIT,UPI,DEV_4078,3.147.13.223,-6.6968,-144.6422,CA,MER282151,6011,ATM,HIGH,FULL_KYC,415
T0000723,2025-10-19T06:59:00Z,U0057,4706898919599147,33825.12,INR,DECLINED,CREDIT,UPI,DEV_7791,29.45.174.233,32.8404,105.6014,US,MER655803,6011,ATM,HIGH,FULL_KYC,416
T0000724,2025-08-03T19:51:00Z,U0287,4050895815104497,50955.45,INR,APPROVED,DEBIT,CARD,DEV_6732,23.121.27.17,-16.3769,112.6327,AU,MER160012,5812,Restaurants,LOW,FULL_KYC,1075
T0000725,2025-08-12T00:32:00Z,U0024,4793265709265204,79465.78,INR,DECLINED,DEBIT,UPI,DEV_6023,254.138.14.214,29.5559,114.4925,US,MER182800,4814,Telecom Services,HIGH,MIN_KYC,822
T0000726,2025-08-22T11:43:00Z,U0051,4526749621147368,82251.85,INR,APPROVED,CREDIT,NETBANKING,DEV_6714,57.255.231.102,47.4532,-143.9722,AU,MER111113,5812,Restaurants,HIGH,MIN_KYC,805
T0000727,2025-10-19T08:13:00Z,U0042,4012733528334947,495.05,INR,DECLINED,CREDIT,NETBANKING,DEV_8405,160.225.202.137,3.1304,-68.0757,IN,MER435562,6011,ATM,HIGH,MIN_KYC,481
T0000728,2025-10-09T10:42:00Z,U0274,4346428596240421,55634.18,INR,DECLINED,CREDIT,UPI,DEV_8227,164.121.60.74,-66.2605,138.5259,AU,MER925567,5411,Grocery Stores,MEDIUM,MIN_KYC,172
T0000729,2025-09-10T04:09:00Z,U0205,4005607560176000,48673.32,INR,DECLINED,CREDIT,CARD,DEV_7655,253.83.159.221,-32.0313,58.1087,AE,MER277346,4111,Local Transportation,LOW,FULL_KYC,113
T0000730,2025-10-25T13:31:00Z,U0266,4060538490337120,588.08,INR,DECLINED,CREDIT,NETBANKING,DEV_8948,126.37.174.108,71.405,-152.2936,AE,MER237740,5812,Restaurants,HIGH,FULL_KYC,34
T0000731,2025-09-26T15:16:00Z,U0230,4073325416500409,6597.89,INR,DECLINED,CREDIT,NETBANKING,DEV_3512,179.117.215.98,-41.5397,-24.975,CA,MER630893,6011,ATM,LOW,FULL_KYC,103
T0000732,2025-09-15T10:32:00Z,U0238,4146085437477877,56018.12,INR,APPROVED,DEBIT,NETBANKING,DEV_4765,109.191.133.145,-46.4643,22.5171,US,MER520087,4111,Local Transportation,HIGH,FULL_KYC,465
T0000733,2025-10-02T06:03:00Z,U0059,4517703083392988,54101.39,INR,DECLINED,DEBIT,NETBANKING,DEV_6133,105.117.10.91,78.5163,-72.5643,US,MER181191,5411,Grocery Stores,MEDIUM,MIN_KYC,867
T0000734,2025-08-20T12:17:00Z,U0092,4031084649289894,56444.75,INR,APPROVED,CREDIT,CARD,DEV_1095,60.242.178.85,9.4465,69.9785,IN,MER606969,5311,Department Stores,LOW,FULL_KYC,268
T0000735,2025-10-13T02:54:00Z,U0099,4071404308879645,43249.21,INR,APPROVED,DEBIT,UPI,DEV_3835,189.170.163.177,51.5725,85.0911,SG,MER853593,5411,Grocery Stores,MEDIUM,MIN_KYC,111
T0000736,2025-09-23T17:30:00Z,U0043,4814708838003936,22702.83,INR,DECLINED,DEBIT,NETBANKING,DEV_9390,141.145.117.157,14.8277,152.2747,US,MER105540,5812,Restaurants,LOW,FULL_KYC,705
T0000737,2025-09-09T10:48:00Z,U0233,4382983106733260,21359.66,INR,APPROVED,DEBIT,NETBANKING,DEV_8929,74.127.47.36,67.9254,19.0588,AU,MER938253,5812,Restaurants,LOW,FULL_KYC,1173
T0000738,2025-09-29T10:29:00Z,U0083,4757820882083145,64245.71,INR,DECLINED,CREDIT,UPI,DEV_6250,129.172.247.56,-30.1108,162.5976,UK,MER623251,5311,Department Stores,HIGH,FULL_KYC,886
T0000739,2025-09-28T03:28:00Z,U0110,4831837040993628,3951.79,INR,DECLINED,CREDIT,CARD,DEV_3777,161.31.27.90,37.2299,61.1015,US,MER996433,5311,Department Stores,HIGH,FULL_KYC,64
T0000740,2025-10-29T08:06:00Z,U0032,4219936660620129,1218.81,INR,DECLINED,CREDIT,CARD,DEV_4846,140.180.81.43,43.1525,166.4447,SG,MER378209,5732,Electronics Stores,HIGH,MIN_KYC,1164
T0000741,2025-09-30T11:50:00Z,U0163,4437240116604864,77226.18,INR,DECLINED,CREDIT,CARD,DEV_7355,133.168.36.172,48.9534,88.7319,AE,MER883055,4111,Local Transportation,HIGH,FULL_KYC,804
T0000742,2025-08-10T12:19:00Z,U0161,4870780839683918,11806.74,INR,DECLINED,DEBIT,NETBANKING,DEV_4217,241.232.123.99,-58.5195,134.1506,UK,MER126150,5812,Restaurants,MEDIUM,FULL_KYC,506
T0000743,2025-08-18T13:08:00Z,U0193,4998785862270382,60896.8,INR,APPROVED,CREDIT,CARD,DEV_1361,93.108.172.106,50.4016,-138.877,AE,MER970197,5411,Grocery Stores,HIGH,MIN_KYC,31
T0000744,2025-10-16T16:32:00Z,U0187,4720937401863293,54177.39,INR,APPROVED,DEBIT,UPI,DEV_6161,88.205.9.84,-57.2179,-146.7813,IN,MER524159,4814,Telecom Services,LOW,FULL_KYC,201
T0000745,2025-08-08T21:52:00Z,U0104,4244333866440458,20244.25,INR,APPROVED,CREDIT,UPI,DEV_7928,81.69.155.249,-32.3898,116.0084,SG,MER203253,6011,ATM,MEDIUM,FULL_KYC,926
T0000746,2025-08-26T09:32:00Z,U0043,4132910020772990,86719.34,INR,APPROVED,CREDIT,UPI,DEV_6544,154.241.20.48,38.0004,67.4213,US,MER603846,4814,Telecom Services,LOW,MIN_KYC,718
T0000747,2025-10-01T11:18:00Z,U0084,4927265257279562,10440.22,INR,APPROVED,DEBIT,UPI,DEV_8262,250.57.85.165,63.4572,13.9338,SG,MER711627,4111,Local Transportation,HIGH,FULL_KYC,1046
T0000748,2025-10-09T16:34:00Z,U0103,4561743496754692,67207.03,INR,APPROVED,DEBIT,NETBANKING,DEV_8198,153.205.167.182,-36.1043,-41.2029,US,MER890808,4111,Local Transportation,MEDIUM,FULL_KYC,1194
T0000749,2025-10-20T10:40:00Z,U0170,4982977298677907,42486.23,INR,APPROVED,CREDIT,UPI,DEV_9824,131.132.155.132,-16.842,46.3666,IN,MER794389,4814,Telecom Services,LOW,FULL_KYC,393
T0000750,2025-09-13T10:45:00Z,U0161,4568226918853063,17300.91,INR,DECLINED,DEBIT,UPI,DEV_2838,116.7.105.150,-43.6282,-110.1399,IN,MER370328,6011,ATM,HIGH,MIN_KYC,618
T0000751,2025-09-24T04:48:00Z,U0130,4932179295182825,51633.4,INR,DECLINED,CREDIT,CARD,DEV_2822,48.200.108.182,-46.7626,20.853,UK,MER932145,6011,ATM,MEDIUM,FULL_KYC,67
T0000752,2025-09-12T11:28:00Z,U0144,4447672512572667,41889.67,INR,DECLINED,CREDIT,NETBANKING,DEV_1437,105.238.219.241,15.6734,113.562,AU,MER987730,6011,ATM,HIGH,FULL_KYC,1123
T0000753,2025-09-10T01:36:00Z,U0023,4669863458008644,82088.47,INR,DECLINED,DEBIT,CARD,DEV_2767,153.242.204.227,30.3305,-166.019,AU,MER219537,5732,Electronics Stores,HIGH,MIN_KYC,888
T0000754,2025-09-17T10:29:00Z,U0134,4096005539668815,74335.21,INR,APPROVED,DEBIT,CARD,DEV_9605,200.121.50.231,-3.0034,-92.2454,UK,MER577416,4814,Telecom Services,MEDIUM,MIN_KYC,509
T0000755,2025-10-19T04:34:00Z,U0065,4886581120546086,8454.18,INR,APPROVED,DEBIT,CARD,DEV_1316,38.194.42.179,-35.8953,97.004,AU,MER359425,5411,Grocery Stores,LOW,FULL_KYC,686
T0000756,2025-08-06T04:51:00Z,U0272,4751445027056491,4702.36,INR,APPROVED,DEBIT,UPI,DEV_2688,33.29.179.246,-25.7893,65.5887,CA,MER841290,4814,Telecom Services,LOW,FULL_KYC,292
T0000757,2025-09-07T02:43:00Z,U0061,4624424243567966,62073.79,INR,APPROVED,CREDIT,NETBANKING,DEV_4085,233.131.244.5,-10.1282,158.6425,US,MER925211,5311,Department Stores,MEDIUM,FULL_KYC,343
T0000758,2025-09-10T21:00:00Z,U0013,4285106889055585,33371.49,INR,APPROVED,DEBIT,CARD,DEV_6555,17.219.85.184,34.7436,110.8494,AE,MER311921,4814,Telecom Services,MEDIUM,FULL_KYC,1150
T0000759,2025-08-16T11:23:00Z,U0229,4893381976877497,17449.93,INR,APPROVED,CREDIT,UPI,DEV_9451,190.198.50.87,24.4371,-12.5878,AE,MER208240,5732,Electronics Stores,HIGH,MIN_KYC,255
T0000760,2025-10-14T19:05:00Z,U0251,4349151567067275,56279.12,INR,APPROVED,CREDIT,UPI,DEV_1767,110.7.126.179,-32.3374,95.0924,US,MER992355,5411,Grocery Stores,HIGH,FULL_KYC,958
T0000761,2025-09-09T18:52:00Z,U0183,4961447372811563,29805.71,INR,DECLINED,CREDIT,UPI,DEV_2236,76.20.221.251,6.3369,37.3494,SG,MER955041,5311,Department Stores,LOW,FULL_KYC,554
T0000762,2025-10-06T05:08:00Z,U0032,4330485290090810,56230.76,INR,DECLINED,DEBIT,CARD,DEV_2966,166.44.255.245,34.0045,50.9376,UK,MER942272,4111,Local Transportation,LOW,FULL_KYC,1002
T0000763,2025-08-01T00:09:00Z,U0062,4429625017305246,52984.46,INR,APPROVED,DEBIT,CARD,DEV_6821,65.123.212.3,-67.6128,3.2385,UK,MER518785,5411,Grocery Stores,MEDIUM,MIN_KYC,328
T0000764,2025-09-18T03:56:00Z,U0099,4465743550132119,12680.81,INR,DECLINED,CREDIT,UPI,DEV_7002,92.220.5.169,77.2921,-77.0004,CA,MER479982,6011,ATM,MEDIUM,FULL_KYC,889
T0000765,2025-08-03T17:25:00Z,U0094,4966026247584444,32422.8,INR,APPROVED,CREDIT,UPI,DEV_7416,60.107.106.115,-55.3118,10.737,UK,MER309519,4814,Telecom Services,LOW,FULL_KYC,1014
T0000766,2025-10-08T20:04:00Z,U0164,4977203380354222,80230.45,INR,APPROVED,CREDIT,UPI,DEV_9411,161.126.170.74,24.2203,144.3542,IN,MER110917,4111,Local Transportation,HIGH,FULL_KYC,485
T0000767,2025-09-12T05:56:00Z,U0192,4521892408114623,25123.76,INR,DECLINED,CREDIT,NETBANKING,DEV_6438,112.140.93.152,54.3665,2.1356,IN,MER828327,4814,Telecom Services,LOW,FULL_KYC,366
T0000768,2025-10-04T05:12:00Z,U0232,4760532219591009,25723.91,INR,APPROVED,DEBIT,NETBANKING,DEV_3951,96.49.85.23,22.0558,-75.4207,CA,MER686858,4814,Telecom Services,HIGH,MIN_KYC,372
T0000769,2025-09-25T23:34:00Z,U0249,4165074991245474,49042.99,INR,DECLINED,DEBIT,CARD,DEV_9420,42.189.43.154,-17.7945,101.517,CA,MER523847,4111,Local Transportation,HIGH,MIN_KYC,892
T0000770,2025-09-08T00:02:00Z,U0193,4412747269441198,77791.57,INR,DECLINED,DEBIT,UPI,DEV_9999,87.108.66.79,-6.1049,-113.9352,UK,MER161717,4814,Telecom Services,MEDIUM,FULL_KYC,510
T0000771,2025-10-05T08:44:00Z,U0151,4339652456721937,52639.87,INR,DECLINED,DEBIT,NETBANKING,DEV_7513,82.158.238.204,-71.3554,153.818,AU,MER900252,4111,Local Transportation,MEDIUM,MIN_KYC,1114
T0000772,2025-09-01T18:39:00Z,U0222,4858846372246002,6274.3,INR,DECLINED,CREDIT,UPI,DEV_3103,26.67.121.228,54.8578,74.0416,US,MER173451,5812,Restaurants,HIGH,MIN_KYC,105
T0000773,2025-08-23T14:56:00Z,U0180,4587593560393502,62343.62,INR,DECLINED,CREDIT,NETBANKING,DEV_1896,224.158.225.62,-8.9477,-121.7842,AE,MER457026,5732,Electronics Stores,LOW,MIN_KYC,278
T0000774,2025-10-20T13:41:00Z,U0169,4241644922630320,36843.44,INR,DECLINED,DEBIT,NETBANKING,DEV_9921,146.76.28.161,-2.5892,-102.9192,SG,MER471983,5732,Electronics Stores,HIGH,MIN_KYC,1197
T0000775,2025-08-03T13:09:00Z,U0207,4793836631180642,83930.33,INR,DECLINED,DEBIT,NETBANKING,DEV_7299,35.102.134.240,15.7917,-63.6255,SG,MER313997,5311,Department Stores,MEDIUM,MIN_KYC,695
T0000776,2025-10-25T08:10:00Z,U0168,4066133266204345,74497.76,INR,DECLINED,CREDIT,UPI,DEV_9197,31.143.117.82,17.374,164.6304,AE,MER658134,5812,Restaurants,MEDIUM,FULL_KYC,551
T0000777,2025-08-26T00:31:00Z,U0088,4037633169254568,11086.48,INR,DECLINED,DEBIT,NETBANKING,DEV_7400,179.210.120.219,67.7693,141.8688,IN,MER411388,4814,Telecom Services,MEDIUM,MIN_KYC,58
T0000778,2025-08-28T05:47:00Z,U0095,4449434042998035,65754.48,INR,APPROVED,CREDIT,UPI,DEV_2752,16.86.138.87,17.544,-96.0217,CA,MER275683,5411,Grocery Stores,MEDIUM,MIN_KYC,428
T0000779,2025-09-12T13:01:00Z,U0113,4176411411283940,17620.5,INR,DECLINED,CREDIT,UPI,DEV_1192,163.94.57.33,64.2481,36.5862,AU,MER166383,5812,Restaurants,HIGH,FULL_KYC,429
T0000780,2025-10-03T16:14:00Z,U0234,4113178539154624,80276.45,INR,DECLINED,CREDIT,CARD,DEV_4213,213.94.26.122,-6.5036,-151.6507,IN,MER814020,4111,Local Transportation,LOW,MIN_KYC,742
T0000781,2025-10-27T07:28:00Z,U0090,4837036086905306,75637.06,INR,DECLINED,DEBIT,NETBANKING,DEV_3047,170.58.165.166,32.3538,10.4757,AE,MER522952,5732,Electronics Stores,LOW,FULL_KYC,407
T0000782,2025-08-22T01:40:00Z,U0058,4173466085232972,14849.0,INR,DECLINED,DEBIT,CARD,DEV_4734,152.217.255.164,16.0612,-122.5338,AU,MER584613,5732,Electronics Stores,LOW,MIN_KYC,952
T0000783,2025-10-25T02:54:00Z,U0210,4741788150350652,26417.59,INR,APPROVED,DEBIT,CARD,DEV_7743,119.202.129.70,52.2707,-119.9303,IN,MER411837,6011,ATM,MEDIUM,FULL_KYC,662
T0000784,2025-08-30T09:48:00Z,U0213,4315919128705832,87806.49,INR,DECLINED,DEBIT,NETBANKING,DEV_9711,91.22.70.37,62.124,-71.8773,AU,MER673724,4814,Telecom Services,LOW,FULL_KYC,388
T0000785,2025-10-19T05:27:00Z,U0262,4484024561079234,26985.26,INR,APPROVED,CREDIT,UPI,DEV_3449,206.64.245.108,-73.2747,-154.0728,US,MER757888,5311,Department Stores,LOW,MIN_KYC,948
T0000786,2025-09-21T10:47:00Z,U0187,4896711247659017,40727.71,INR,APPROVED,CREDIT,NETBANKING,DEV_4233,15.174.204.198,-21.0102,-14.1045,US,MER605615,5311,Department Stores,LOW,FULL_KYC,60
T0000787,2025-08-20T13:02:00Z,U0286,4512980895369405,1058.54,INR,APPROVED,DEBIT,CARD,DEV_9130,3.224.240.23,-26.8489,-78.7664,UK,MER526913,4814,Telecom Services,MEDIUM,MIN_KYC,341
T0000788,2025-09-25T08:14:00Z,U0230,4203152182782641,40621.04,INR,APPROVED,DEBIT,CARD,DEV_1332,55.197.174.170,-23.7736,126.674,UK,MER589198,5812,Restaurants,MEDIUM,FULL_KYC,233
T0000789,2025-08-05T17:47:00Z,U0052,4265363673177918,27439.61,INR,DECLINED,DEBIT,UPI,DEV_7887,64.63.190.118,-57.7645,134.3272,IN,MER405347,5732,Electronics Stores,LOW,MIN_KYC,526
T0000790,2025-10-18T23:50:00Z,U0174,4163923815609518,29717.43,INR,APPROVED,CREDIT,NETBANKING,DEV_3138,205.140.186.153,-79.5343,1.3284,AE,MER991392,5812,Restaurants,LOW,FULL_KYC,1019
T0000791,2025-10-17T02:00:00Z,U0185,4071455863179571,85016.68,INR,APPROVED,DEBIT,CARD,DEV_8544,78.58.206.70,-18.7858,168.4016,IN,MER667990,6011,ATM,MEDIUM,MIN_KYC,1163
T0000792,2025-09-29T19:49:00Z,U0166,4264283107843728,5497.81,INR,DECLINED,DEBIT,UPI,DEV_6673,166.32.70.131,28.9916,-82.7377,AE,MER950129,5812,Restaurants,LOW,FULL_KYC,959
T0000793,2025-08-26T17:28:00Z,U0125,4653338072823099,39003.27,INR,APPROVED,DEBIT,NETBANKING,DEV_8718,130.172.38.76,70.043,74.7925,UK,MER789737,6011,ATM,HIGH,FULL_KYC,166
T0000794,2025-09-10T10:05:00Z,U0006,4545364318030377,55071.2,INR,APPROVED,DEBIT,UPI,DEV_6031,74.83.154.64,-63.5986,-81.5744,SG,MER284553,5311,Department Stores,HIGH,MIN_KYC,1082
T0000795,2025-10-22T09:13:00Z,U0296,4371858725414087,64683.82,INR,APPROVED,DEBIT,CARD,DEV_9433,52.54.157.241,34.8862,89.0184,UK,MER431043,4111,Local Transportation,LOW,FULL_KYC,850
T0000796,2025-10-09T11:09:00Z,U0023,4313017121385121,56370.22,INR,APPROVED,DEBIT,CARD,DEV_2393,1.168.200.186,46.9656,-1.3554,AU,MER532110,5732,Electronics Stores,HIGH,FULL_KYC,1009
T0000797,2025-08-07T19:55:00Z,U0201,4759988445119359,35922.31,INR,DECLINED,DEBIT,CARD,DEV_9864,69.217.235.57,15.6834,72.8932,SG,MER278874,5311,Department Stores,MEDIUM,MIN_KYC,1034
T0000798,2025-09-29T10:09:00Z,U0171,4903868718338250,69969.79,INR,DECLINED,CREDIT,CARD,DEV_3782,60.102.110.156,3.6382,-62.297,IN,MER838068,5732,Electronics Stores,HIGH,FULL_KYC,234
T0000799,2025-10-26T03:29:00Z,U0078,4098636692498353,30314.77,INR,APPROVED,CREDIT,UPI,DEV_9505,200.85.41.21,-56.698,-160.2039,AE,MER532913,5732,Electronics Stores,MEDIUM,FULL_KYC,553
T0000800,2025-08-22T15:22:00Z,U0090,4292168765909081,33558.76,INR,DECLINED,CREDIT,NETBANKING,DEV_6677,20.24.119.16,8.0482,11.0461,US,MER103866,5411,Grocery Stores,MEDIUM,MIN_KYC,682
T0000801,2025-09-29T12:32:00Z,U0287,4830986393547139,71158.42,INR,DECLINED,CREDIT,NETBANKING,DEV_7062,124.238.96.245,-12.0832,-35.3601,AU,MER121932,6011,ATM,LOW,FULL_KYC,194
T0000802,2025-08-09T07:17:00Z,U0298,4573048988414832,41127.02,INR,APPROVED,DEBIT,NETBANKING,DEV_5967,164.240.113.104,-71.0467,77.3971,AE,MER504855,6011,ATM,LOW,MIN_KYC,122
T0000803,2025-08-20T12:05:00Z,U0240,4554845163072885,25397.34,INR,APPROVED,DEBIT,NETBANKING,DEV_5888,195.186.57.242,-48.5699,-116.9176,UK,MER857115,4111,Local Transportation,HIGH,MIN_KYC,207
T0000804,2025-10-21T13:53:00Z,U0084,4762560250390139,32326.3,INR,DECLINED,CREDIT,NETBANKING,DEV_4937,117.75.155.11,-70.6054,91.8686,UK,MER440260,4814,Telecom Services,MEDIUM,FULL_KYC,691
T0000805,2025-09-29T06:56:00Z,U0154,4758589562814758,14685.97,INR,DECLINED,DEBIT,UPI,DEV_7556,137.157.119.241,57.316,106.9069,AE,MER840231,5411,Grocery Stores,LOW,FULL_KYC,82
T0000806,2025-08-21T07:22:00Z,U0113,4137830016210197,80860.22,INR,APPROVED,DEBIT,CARD,DEV_3966,48.104.153.182,-31.2367,31.7142,UK,MER192683,4111,Local Transportation,LOW,FULL_KYC,979
T0000807,2025-09-17T16:34:00Z,U0245,4018675054493876,82173.74,INR,DECLINED,CREDIT,NETBANKING,DEV_3892,209.253.166.244,63.5252,37.8082,UK,MER608909,5732,Electronics Stores,MEDIUM,MIN_KYC,1063
T0000808,2025-09-12T05:43:00Z,U0023,4364496737295111,75235.78,INR,APPROVED,DEBIT,NETBANKING,DEV_6744,160.202.161.9,33.7292,134.6305,UK,MER577676,5311,Department Stores,MEDIUM,MIN_KYC,953
T0000809,2025-09-03T20:02:00Z,U0027,4056250529846418,3355.67,INR,DECLINED,DEBIT,NETBANKING,DEV_5897,236.84.58.90,73.9701,131.4274,UK,MER789812,5311,Department Stores,MEDIUM,MIN_KYC,440
T0000810,2025-08-16T19:31:00Z,U0138,4419776299123193,57246.85,INR,APPROVED,DEBIT,NETBANKING,DEV_4563,153.154.205.157,43.5005,107.662,US,MER841924,5311,Department Stores,LOW,MIN_KYC,1046
T0000811,2025-08-19T20:30:00Z,U0020,4460092811918358,39151.64,INR,DECLINED,DEBIT,NETBANKING,DEV_6977,179.220.92.41,-2.7838,66.0322,AU,MER891853,5411,Grocery Stores,LOW,FULL_KYC,36
T0000812,2025-09-24T12:35:00Z,U0156,4951644852687638,59823.36,INR,APPROVED,CREDIT,NETBANKING,DEV_4709,214.139.220.68,-43.071,157.4863,UK,MER638275,6011,ATM,HIGH,FULL_KYC,781
T0000813,2025-10-13T14:38:00Z,U0109,4619749402040846,81534.68,INR,DECLINED,DEBIT,UPI,DEV_8997,3.241.139.234,71.9983,-31.3973,AU,MER775305,5411,Grocery Stores,MEDIUM,FULL_KYC,404
T0000814,2025-09-11T03:14:00Z,U0212,4504489984792088,19763.53,INR,DECLINED,DEBIT,CARD,DEV_5774,85.103.79.81,39.7515,-74.0134,CA,MER237722,5411,Grocery Stores,LOW,FULL_KYC,336
T0000815,2025-10-25T19:09:00Z,U0050,4746885821579211,31721.99,INR,APPROVED,CREDIT,NETBANKING,DEV_1081,212.31.199.194,65.6886,-37.1926,AU,MER975101,4814,Telecom Services,LOW,FULL_KYC,1179
T0000816,2025-08-17T18:40:00Z,U0230,4349739481627461,69506.9,INR,APPROVED,DEBIT,CARD,DEV_2443,139.76.24.49,-27.2268,-138.8504,IN,MER961463,5812,Restaurants,LOW,FULL_KYC,191
T0000817,2025-09-03T17:44:00Z,U0004,4767381257318686,57011.87,INR,APPROVED,CREDIT,UPI,DEV_7706,110.7.215.74,-69.6169,-102.4071,AE,MER625874,4111,Local Transportation,LOW,FULL_KYC,1040
T0000818,2025-08-11T21:56:00Z,U0172,4687695253299517,44672.29,INR,APPROVED,CREDIT,CARD,DEV_6875,230.164.136.14,-22.8674,90.5815,IN,MER308760,5411,Grocery Stores,LOW,FULL_KYC,513
T0000819,2025-08-02T03:33:00Z,U0116,4272568140149104,12315.65,INR,DECLINED,CREDIT,NETBANKING,DEV_5230,114.8.175.234,-46.2304,-149.1467,UK,MER688826,5311,Department Stores,MEDIUM,FULL_KYC,727
T0000820,2025-08-17T06:42:00Z,U0034,4823529343772271,67758.84,INR,APPROVED,DEBIT,NETBANKING,DEV_6786,158.14.157.54,32.2471,-112.6995,CA,MER533518,6011,ATM,HIGH,MIN_KYC,260
T0000821,2025-10-19T11:09:00Z,U0036,4098628314354641,12728.39,INR,APPROVED,DEBIT,CARD,DEV_2045,54.79.6.138,-61.5123,-85.8241,US,MER536433,5812,Restaurants,MEDIUM,FULL_KYC,249
T0000822,2025-08-06T16:47:00Z,U0185,4205392456606107,26054.78,INR,DECLINED,DEBIT,NETBANKING,DEV_7752,255.13.130.96,-9.6248,26.1281,CA,MER483410,5311,Department Stores,LOW,FULL_KYC,66
T0000823,2025-10-12T16:25:00Z,U0148,4350621612506085,23274.2,INR,DECLINED,DEBIT,CARD,DEV_5865,59.175.100.195,19.9269,147.3092,AE,MER152013,5812,Restaurants,HIGH,MIN_KYC,1078
T0000824,2025-10-08T18:39:00Z,U0133,4083293292878491,47332.78,INR,DECLINED,DEBIT,NETBANKING,DEV_6887,159.187.230.199,41.8071,-75.2428,AU,MER757561,6011,ATM,MEDIUM,MIN_KYC,518
T0000825,2025-10-14T15:03:00Z,U0245,4338508459675207,18296.88,INR,DECLINED,DEBIT,NETBANKING,DEV_7555,206.7.191.135,-70.3875,15.4063,AU,MER597685,5311,Department Stores,MEDIUM,MIN_KYC,1027
T0000826,2025-10-05T14:32:00Z,U0191,4889808164950018,55926.89,INR,DECLINED,DEBIT,UPI,DEV_1935,75.108.165.64,-34.9135,-90.089,AE,MER837664,4814,Telecom Services,HIGH,FULL_KYC,1169
T0000827,2025-10-02T09:56:00Z,U0073,4302598478859482,3606.7,INR,DECLINED,CREDIT,UPI,DEV_4138,53.150.236.125,-74.3703,-13.706,CA,MER187375,5311,Department Stores,HIGH,MIN_KYC,1188
T0000828,2025-09-04T16:16:00Z,U0020,4788686953149116,10836.18,INR,DECLINED,DEBIT,CARD,DEV_3363,229.4.78.68,41.1346,26.7815,AE,MER794829,5812,Restaurants,MEDIUM,FULL_KYC,712
T0000829,2025-08-19T22:10:00Z,U0227,4330650955945194,22865.11,INR,APPROVED,CREDIT,CARD,DEV_2321,169.249.77.62,-7.6017,113.5172,IN,MER335266,4814,Telecom Services,MEDIUM,FULL_KYC,536
T0000830,2025-09-24T13:15:00Z,U0185,4367692499442755,6116.78,INR,APPROVED,CREDIT,NETBANKING,DEV_9399,11.122.54.19,25.6796,-95.8556,AU,MER187694,4814,Telecom Services,LOW,FULL_KYC,1088
T0000831,2025-08-01T10:28:00Z,U0099,4127456052324494,31265.3,INR,APPROVED,CREDIT,UPI,DEV_6123,108.106.78.74,-67.4058,-108.9378,AE,MER333028,4814,Telecom Services,HIGH,FULL_KYC,977
T0000832,2025-09-23T10:06:00Z,U0013,4751316783617282,31736.2,INR,APPROVED,CREDIT,UPI,DEV_2662,114.39.231.220,24.7421,-62.958,CA,MER873868,4111,Local Transportation,MEDIUM,MIN_KYC,65
T0000833,2025-08-27T02:07:00Z,U0060,4061525289631400,89601.28,INR,APPROVED,DEBIT,UPI,DEV_5202,30.175.60.175,8.6746,165.8094,SG,MER423053,5411,Grocery Stores,MEDIUM,MIN_KYC,308
T0000834,2025-10-24T19:12:00Z,U0247,4111823964649292,57442.97,INR,DECLINED,DEBIT,NETBANKING,DEV_3261,117.190.42.155,24.1557,14.5264,US,MER359662,4814,Telecom Services,HIGH,FULL_KYC,436
T0000835,2025-08-03T23:07:00Z,U0240,4695642533049865,56431.85,INR,DECLINED,DEBIT,UPI,DEV_6546,83.238.189.95,63.2944,40.5858,CA,MER874836,5732,Electronics Stores,LOW,FULL_KYC,784
T0000836,2025-08-19T02:38:00Z,U0053,4765056032817505,33475.24,INR,APPROVED,CREDIT,NETBANKING,DEV_8896,182.58.239.73,-36.4515,-56.9683,IN,MER711302,5812,Restaurants,LOW,MIN_KYC,32
T0000837,2025-08-21T18:36:00Z,U0044,4899846162443317,43505.18,INR,APPROVED,DEBIT,NETBANKING,DEV_4529,9.189.157.64,11.0479,-44.447,UK,MER764718,5311,Department Stores,HIGH,FULL_KYC,477
T0000838,2025-10-19T20:32:00Z,U0181,4948155841924503,50516.37,INR,APPROVED,DEBIT,UPI,DEV_9305,74.4.248.228,-24.2649,27.3215,AU,MER220625,4814,Telecom Services,LOW,FULL_KYC,154
T0000839,2025-10-29T04:47:00Z,U0015,4836461809282635,31516.59,INR,DECLINED,DEBIT,UPI,DEV_7010,88.229.218.153,-8.2272,-92.4183,AU,MER441219,4111,Local Transportation,HIGH,MIN_KYC,204
T0000840,2025-09-15T13:38:00Z,U0018,4526767815518573,10729.9,INR,APPROVED,DEBIT,UPI,DEV_7790,35.171.122.194,-12.2125,16.7946,US,MER673312,5732,Electronics Stores,HIGH,MIN_KYC,823
T0000841,2025-09-03T08:46:00Z,U0158,4223971993932813,70768.03,INR,APPROVED,CREDIT,UPI,DEV_6318,175.246.72.61,47.131,-95.2486,AU,MER113639,5812,Restaurants,LOW,FULL_KYC,819
